defaultBuiltInRoles,description,mode,name,signature
"[reader,editor,publisher,architect,admin]",The Yen's shortest path algorithm computes the k shortest (weighted) paths between a pair of nodes.,READ,gds.beta.shortestPath.yens.stream,"gds.beta.shortestPath.yens.stream(graphName :: ANY?, configuration = {} :: MAP?) :: (index :: INTEGER?, sourceNode :: INTEGER?, targetNode :: INTEGER?, totalCost :: FLOAT?, nodeIds :: LIST? OF INTEGER?, costs :: LIST? OF FLOAT?, path :: PATH?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.beta.shortestPath.yens.stream.estimate,"gds.beta.shortestPath.yens.stream.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[editor,publisher,architect,admin]",The Yen's shortest path algorithm computes the k shortest (weighted) paths between a pair of nodes.,WRITE,gds.beta.shortestPath.yens.write,"gds.beta.shortestPath.yens.write(graphName :: ANY?, configuration = {} :: MAP?) :: (relationshipsWritten :: INTEGER?, writeMillis :: INTEGER?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.beta.shortestPath.yens.write.estimate,"gds.beta.shortestPath.yens.write.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Betweenness centrality measures the relative information flow that passes through a node.,READ,gds.betweenness.mutate,"gds.betweenness.mutate(graphName :: ANY?, configuration = {} :: MAP?) :: (nodePropertiesWritten :: INTEGER?, mutateMillis :: INTEGER?, centralityDistribution :: MAP?, minimumScore :: FLOAT?, maximumScore :: FLOAT?, scoreSum :: FLOAT?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Betweenness centrality measures the relative information flow that passes through a node.,READ,gds.betweenness.mutate.estimate,"gds.betweenness.mutate.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Betweenness centrality measures the relative information flow that passes through a node.,READ,gds.betweenness.stats,"gds.betweenness.stats(graphName :: ANY?, configuration = {} :: MAP?) :: (centralityDistribution :: MAP?, minimumScore :: FLOAT?, maximumScore :: FLOAT?, scoreSum :: FLOAT?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Betweenness centrality measures the relative information flow that passes through a node.,READ,gds.betweenness.stats.estimate,"gds.betweenness.stats.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Betweenness centrality measures the relative information flow that passes through a node.,READ,gds.betweenness.stream,"gds.betweenness.stream(graphName :: ANY?, configuration = {} :: MAP?) :: (nodeId :: INTEGER?, score :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Betweenness centrality measures the relative information flow that passes through a node.,READ,gds.betweenness.stream.estimate,"gds.betweenness.stream.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[editor,publisher,architect,admin]",Betweenness centrality measures the relative information flow that passes through a node.,WRITE,gds.betweenness.write,"gds.betweenness.write(graphName :: ANY?, configuration = {} :: MAP?) :: (nodePropertiesWritten :: INTEGER?, writeMillis :: INTEGER?, centralityDistribution :: MAP?, minimumScore :: FLOAT?, maximumScore :: FLOAT?, scoreSum :: FLOAT?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Betweenness centrality measures the relative information flow that passes through a node.,READ,gds.betweenness.write.estimate,"gds.betweenness.write.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Degree centrality measures the number of incoming and outgoing relationships from a node.,READ,gds.degree.mutate,"gds.degree.mutate(graphName :: ANY?, configuration = {} :: MAP?) :: (nodePropertiesWritten :: INTEGER?, centralityDistribution :: MAP?, mutateMillis :: INTEGER?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Degree centrality measures the number of incoming and outgoing relationships from a node.,READ,gds.degree.mutate.estimate,"gds.degree.mutate.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Degree centrality measures the number of incoming and outgoing relationships from a node.,READ,gds.degree.stats,"gds.degree.stats(graphName :: ANY?, configuration = {} :: MAP?) :: (centralityDistribution :: MAP?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Degree centrality measures the number of incoming and outgoing relationships from a node.,READ,gds.degree.stats.estimate,"gds.degree.stats.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Degree centrality measures the number of incoming and outgoing relationships from a node.,READ,gds.degree.stream,"gds.degree.stream(graphName :: ANY?, configuration = {} :: MAP?) :: (nodeId :: INTEGER?, score :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Degree centrality measures the number of incoming and outgoing relationships from a node.,READ,gds.degree.stream.estimate,"gds.degree.stream.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[editor,publisher,architect,admin]",Degree centrality measures the number of incoming and outgoing relationships from a node.,WRITE,gds.degree.write,"gds.degree.write(graphName :: ANY?, configuration = {} :: MAP?) :: (nodePropertiesWritten :: INTEGER?, centralityDistribution :: MAP?, writeMillis :: INTEGER?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Degree centrality measures the number of incoming and outgoing relationships from a node.,READ,gds.degree.write.estimate,"gds.degree.write.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Random Projection produces node embeddings via the fastrp algorithm,READ,gds.fastRP.mutate,"gds.fastRP.mutate(graphName :: ANY?, configuration = {} :: MAP?) :: (nodePropertiesWritten :: INTEGER?, mutateMillis :: INTEGER?, nodeCount :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Random Projection produces node embeddings via the fastrp algorithm,READ,gds.fastRP.mutate.estimate,"gds.fastRP.mutate.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Random Projection produces node embeddings via the fastrp algorithm,READ,gds.fastRP.stats,"gds.fastRP.stats(graphName :: ANY?, configuration = {} :: MAP?) :: (nodeCount :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Random Projection produces node embeddings via the fastrp algorithm,READ,gds.fastRP.stats.estimate,"gds.fastRP.stats.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Random Projection produces node embeddings via the fastrp algorithm,READ,gds.fastRP.stream,"gds.fastRP.stream(graphName :: ANY?, configuration = {} :: MAP?) :: (nodeId :: INTEGER?, embedding :: LIST? OF NUMBER?)"
"[reader,editor,publisher,architect,admin]",Random Projection produces node embeddings via the fastrp algorithm,READ,gds.fastRP.stream.estimate,"gds.fastRP.stream.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[editor,publisher,architect,admin]",Random Projection produces node embeddings via the fastrp algorithm,WRITE,gds.fastRP.write,"gds.fastRP.write(graphName :: ANY?, configuration = {} :: MAP?) :: (nodeCount :: INTEGER?, nodePropertiesWritten :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, writeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Random Projection produces node embeddings via the fastrp algorithm,READ,gds.fastRP.write.estimate,"gds.fastRP.write.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Creates a named graph in the catalog for use by algorithms.,READ,gds.graph.create,"gds.graph.create(graphName :: STRING?, nodeProjection :: ANY?, relationshipProjection :: ANY?, configuration = {} :: MAP?) :: (nodeProjection :: MAP?, relationshipProjection :: MAP?, graphName :: STRING?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, createMillis :: INTEGER?)"
"[reader,editor,publisher,architect,admin]",Creates a named graph in the catalog for use by algorithms.,READ,gds.graph.create.cypher,"gds.graph.create.cypher(graphName :: STRING?, nodeQuery :: STRING?, relationshipQuery :: STRING?, configuration = {} :: MAP?) :: (nodeQuery :: STRING?, relationshipQuery :: STRING?, graphName :: STRING?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, createMillis :: INTEGER?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.graph.create.cypher.estimate,"gds.graph.create.cypher.estimate(nodeQuery :: STRING?, relationshipQuery :: STRING?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.graph.create.estimate,"gds.graph.create.estimate(nodeProjection :: ANY?, relationshipProjection :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]","",READ,gds.graph.deleteRelationships,"gds.graph.deleteRelationships(graphName :: STRING?, relationshipType :: STRING?) :: (graphName :: STRING?, relationshipType :: STRING?, deletedRelationships :: INTEGER?, deletedProperties :: MAP?)"
"[reader,editor,publisher,architect,admin]",Drops a named graph from the catalog and frees up the resources it occupies.,READ,gds.graph.drop,"gds.graph.drop(graphName :: STRING?, failIfMissing = true :: BOOLEAN?) :: (graphName :: STRING?, database :: STRING?, memoryUsage :: STRING?, sizeInBytes :: INTEGER?, detailSizeInBytes :: MAP?, nodeProjection :: MAP?, relationshipProjection :: MAP?, nodeQuery :: STRING?, relationshipQuery :: STRING?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, density :: FLOAT?, creationTime :: DATETIME?, modificationTime :: DATETIME?, schema :: MAP?)"
"[reader,editor,publisher,architect,admin]",Checks if a graph exists in the catalog.,READ,gds.graph.exists,"gds.graph.exists(graphName :: STRING?) :: (graphName :: STRING?, exists :: BOOLEAN?)"
"[reader,editor,publisher,architect,admin]",Lists information about named graphs stored in the catalog.,READ,gds.graph.list,"gds.graph.list(graphName = __NO_VALUE :: STRING?) :: (degreeDistribution :: MAP?, graphName :: STRING?, database :: STRING?, memoryUsage :: STRING?, sizeInBytes :: INTEGER?, detailSizeInBytes :: MAP?, nodeProjection :: MAP?, relationshipProjection :: MAP?, nodeQuery :: STRING?, relationshipQuery :: STRING?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, density :: FLOAT?, creationTime :: DATETIME?, modificationTime :: DATETIME?, schema :: MAP?)"
"[reader,editor,publisher,architect,admin]",Removes node properties from an in-memory graph.,READ,gds.graph.removeNodeProperties,"gds.graph.removeNodeProperties(graphName :: STRING?, nodeProperties :: LIST? OF STRING?, nodeLabels = [*] :: LIST? OF STRING?, configuration = {} :: MAP?) :: (graphName :: STRING?, nodeProperties :: LIST? OF STRING?, propertiesRemoved :: INTEGER?)"
"[reader,editor,publisher,architect,admin]",Streams the given node properties.,READ,gds.graph.streamNodeProperties,"gds.graph.streamNodeProperties(graphName :: STRING?, nodeProperties :: LIST? OF STRING?, nodeLabels = [*] :: LIST? OF STRING?, configuration = {} :: MAP?) :: (nodeId :: INTEGER?, nodeProperty :: STRING?, propertyValue :: ANY?)"
"[reader,editor,publisher,architect,admin]",Streams the given node property.,READ,gds.graph.streamNodeProperty,"gds.graph.streamNodeProperty(graphName :: STRING?, nodeProperties :: STRING?, nodeLabels = [*] :: LIST? OF STRING?, configuration = {} :: MAP?) :: (nodeId :: INTEGER?, propertyValue :: ANY?)"
"[reader,editor,publisher,architect,admin]",Streams the given relationship properties.,READ,gds.graph.streamRelationshipProperties,"gds.graph.streamRelationshipProperties(graphName :: STRING?, relationshipProperties :: LIST? OF STRING?, relationshipTypes = [*] :: LIST? OF STRING?, configuration = {} :: MAP?) :: (sourceNodeId :: INTEGER?, targetNodeId :: INTEGER?, relationshipType :: STRING?, relationshipProperty :: STRING?, propertyValue :: NUMBER?)"
"[reader,editor,publisher,architect,admin]",Streams the given relationship property.,READ,gds.graph.streamRelationshipProperty,"gds.graph.streamRelationshipProperty(graphName :: STRING?, relationshipProperties :: STRING?, relationshipTypes = [*] :: LIST? OF STRING?, configuration = {} :: MAP?) :: (sourceNodeId :: INTEGER?, targetNodeId :: INTEGER?, relationshipType :: STRING?, propertyValue :: NUMBER?)"
"[editor,publisher,architect,admin]",Writes the given node properties to an online Neo4j database.,WRITE,gds.graph.writeNodeProperties,"gds.graph.writeNodeProperties(graphName :: STRING?, nodeProperties :: LIST? OF STRING?, nodeLabels = [*] :: LIST? OF STRING?, configuration = {} :: MAP?) :: (writeMillis :: INTEGER?, graphName :: STRING?, nodeProperties :: LIST? OF STRING?, propertiesWritten :: INTEGER?)"
"[editor,publisher,architect,admin]",Writes the given relationship and an optional relationship property to an online Neo4j database.,WRITE,gds.graph.writeRelationship,"gds.graph.writeRelationship(graphName :: STRING?, relationshipType :: STRING?, relationshipProperty =  :: STRING?, configuration = {} :: MAP?) :: (writeMillis :: INTEGER?, graphName :: STRING?, relationshipType :: STRING?, relationshipProperty :: STRING?, relationshipsWritten :: INTEGER?, propertiesWritten :: INTEGER?)"
"[reader,editor,publisher,architect,admin]",The Label Propagation algorithm is a fast algorithm for finding communities in a graph.,READ,gds.labelPropagation.mutate,"gds.labelPropagation.mutate(graphName :: ANY?, configuration = {} :: MAP?) :: (mutateMillis :: INTEGER?, nodePropertiesWritten :: INTEGER?, ranIterations :: INTEGER?, didConverge :: BOOLEAN?, communityCount :: INTEGER?, communityDistribution :: MAP?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.labelPropagation.mutate.estimate,"gds.labelPropagation.mutate.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Executes the algorithm and returns result statistics without writing the result to Neo4j.,READ,gds.labelPropagation.stats,"gds.labelPropagation.stats(graphName :: ANY?, configuration = {} :: MAP?) :: (ranIterations :: INTEGER?, didConverge :: BOOLEAN?, communityCount :: INTEGER?, communityDistribution :: MAP?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.labelPropagation.stats.estimate,"gds.labelPropagation.stats.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",The Label Propagation algorithm is a fast algorithm for finding communities in a graph.,READ,gds.labelPropagation.stream,"gds.labelPropagation.stream(graphName :: ANY?, configuration = {} :: MAP?) :: (nodeId :: INTEGER?, communityId :: INTEGER?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.labelPropagation.stream.estimate,"gds.labelPropagation.stream.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[editor,publisher,architect,admin]",The Label Propagation algorithm is a fast algorithm for finding communities in a graph.,WRITE,gds.labelPropagation.write,"gds.labelPropagation.write(graphName :: ANY?, configuration = {} :: MAP?) :: (writeMillis :: INTEGER?, nodePropertiesWritten :: INTEGER?, ranIterations :: INTEGER?, didConverge :: BOOLEAN?, communityCount :: INTEGER?, communityDistribution :: MAP?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.labelPropagation.write.estimate,"gds.labelPropagation.write.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]","CALL gds.list - lists all algorithm procedures, their description and signature",DEFAULT,gds.list,"gds.list(name =  :: STRING?) :: (name :: STRING?, description :: STRING?, signature :: STRING?, type :: STRING?)"
"[editor,publisher,architect,admin]","",WRITE,gds.localClusteringCoefficient.mutate,"gds.localClusteringCoefficient.mutate(graphName :: ANY?, configuration = {} :: MAP?) :: (mutateMillis :: INTEGER?, nodePropertiesWritten :: INTEGER?, averageClusteringCoefficient :: FLOAT?, nodeCount :: INTEGER?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.localClusteringCoefficient.mutate.estimate,"gds.localClusteringCoefficient.mutate.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Executes the algorithm and returns result statistics without writing the result to Neo4j.,READ,gds.localClusteringCoefficient.stats,"gds.localClusteringCoefficient.stats(graphName :: ANY?, configuration = {} :: MAP?) :: (averageClusteringCoefficient :: FLOAT?, nodeCount :: INTEGER?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.localClusteringCoefficient.stats.estimate,"gds.localClusteringCoefficient.stats.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]","",READ,gds.localClusteringCoefficient.stream,"gds.localClusteringCoefficient.stream(graphName :: ANY?, configuration = {} :: MAP?) :: (nodeId :: INTEGER?, localClusteringCoefficient :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.localClusteringCoefficient.stream.estimate,"gds.localClusteringCoefficient.stream.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[editor,publisher,architect,admin]",Triangle counting is a community detection graph algorithm that is used to determine the number of triangles passing through each node in the graph.,WRITE,gds.localClusteringCoefficient.write,"gds.localClusteringCoefficient.write(graphName :: ANY?, configuration = {} :: MAP?) :: (writeMillis :: INTEGER?, nodePropertiesWritten :: INTEGER?, averageClusteringCoefficient :: FLOAT?, nodeCount :: INTEGER?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.localClusteringCoefficient.write.estimate,"gds.localClusteringCoefficient.write.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[editor,publisher,architect,admin]",The Louvain method for community detection is an algorithm for detecting communities in networks.,WRITE,gds.louvain.mutate,"gds.louvain.mutate(graphName :: ANY?, configuration = {} :: MAP?) :: (mutateMillis :: INTEGER?, nodePropertiesWritten :: INTEGER?, modularity :: FLOAT?, modularities :: LIST? OF FLOAT?, ranLevels :: INTEGER?, communityCount :: INTEGER?, communityDistribution :: MAP?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.louvain.mutate.estimate,"gds.louvain.mutate.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",Executes the algorithm and returns result statistics without writing the result to Neo4j.,READ,gds.louvain.stats,"gds.louvain.stats(graphName :: ANY?, configuration = {} :: MAP?) :: (modularity :: FLOAT?, modularities :: LIST? OF FLOAT?, ranLevels :: INTEGER?, communityCount :: INTEGER?, communityDistribution :: MAP?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.louvain.stats.estimate,"gds.louvain.stats.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[reader,editor,publisher,architect,admin]",The Louvain method for community detection is an algorithm for detecting communities in networks.,READ,gds.louvain.stream,"gds.louvain.stream(graphName :: ANY?, configuration = {} :: MAP?) :: (nodeId :: INTEGER?, communityId :: INTEGER?, intermediateCommunityIds :: LIST? OF INTEGER?)"
"[reader,editor,publisher,architect,admin]",Returns an estimation of the memory consumption for that procedure.,READ,gds.louvain.stream.estimate,"gds.louvain.stream.estimate(graphName :: ANY?, configuration = {} :: MAP?) :: (requiredMemory :: STRING?, treeView :: STRING?, mapView :: MAP?, bytesMin :: INTEGER?, bytesMax :: INTEGER?, nodeCount :: INTEGER?, relationshipCount :: INTEGER?, heapPercentageMin :: FLOAT?, heapPercentageMax :: FLOAT?)"
"[editor,publisher,architect,admin]",The Louvain method for community detection is an algorithm for detecting communities in networks.,WRITE,gds.louvain.write,"gds.louvain.write(graphName :: ANY?, configuration = {} :: MAP?) :: (writeMillis :: INTEGER?, nodePropertiesWritten :: INTEGER?, modularity :: FLOAT?, modularities :: LIST? OF FLOAT?, ranLevels :: INTEGER?, communityCount :: INTEGER?, communityDistribution :: MAP?, postProcessingMillis :: INTEGER?, createMillis :: INTEGER?, computeMillis :: INTEGER?, configuration :: MAP?)"
